level0,level1,level2,level3a,domain,comments
,wmapl,White maple,Maple,Southern MI v1.6,CVC: see above this is white maple for now
,WO,White oak,Oak,Southern MI v1.6,
,wo,White oak,Oak,Southern MI v1.6,
,woak,White oak,Oak,Southern MI v1.6,
,WP,White pine,Pine,Southern MI v1.6,
,wp,White pine,Pine,Southern MI v1.6,
,wtwd,Whitewood,Tulip poplar,Southern MI v1.6,CVC: I assume whitewood  = lirio in level 3a
,WTWD,Whitewood,Tulip poplar,Southern MI v1.6,
,ww,Whitewood,Tulip poplar,Southern MI v1.6,CVC: I assume whitewood  = lirio in level 3a
,WW,Whitewood,Tulip poplar,Southern MI v1.6,
,WWAL,White walnut,Walnut,Southern MI v1.6,
,wwal,White walnut,Walnut,Southern MI v1.6,
,wwalm,White walnut,Walnut,Southern MI v1.6,
,wwaln,White walnut,Walnut,Southern MI v1.6,
,wwrln,White walnut,Walnut,Southern MI v1.6,CVC: appears to be white walnut
,y.brc,Yellow birch,Birch,Southern MI v1.6,CVC: yellow birch
,YB,Yellow birch,Birch,Southern MI v1.6,
,yb,Yellow birch,Birch,Southern MI v1.6,
,ybrc,Yellow birch,Birch,Southern MI v1.6,
,ybrch,Yellow birch,Birch,Southern MI v1.6,
,ybrcm,Yellow birch,Birch,Southern MI v1.6,
,yo,Yellow oak,Oak,Southern MI v1.6,CVC: leave at yellow oak at level 2
,YO,Yellow oak,Oak,Southern MI v1.6,
,yoak,Yellow oak,Oak,Southern MI v1.6,
,yohk,Yellow oak,Oak,Southern MI v1.6,
,yp,Yellow pine,Pine,Southern MI v1.6,
,YP,Yellow pine,Pine,Southern MI v1.6,
,ypine,Yellow pine,Pine,Southern MI v1.6,
88888,88888,Name illegible,Unknown tree,Southern MI_Detroit_ND_v1.0,
ash,ash,Ash,Ash,Southern MI_Detroit_ND_v1.0,
Ash,Ash,Ash,Ash,Southern MI_Detroit_ND_v1.0,
aspan,aspan,Aspen,Poplar,Southern MI_Detroit_ND_v1.0,
aspen,aspen,Aspen,Poplar,Southern MI_Detroit_ND_v1.0,
aspin,aspin,Aspen,Poplar,Southern MI_Detroit_ND_v1.0,
Aspin,Aspin,Aspen,Poplar,Southern MI_Detroit_ND_v1.0,
b,b,Unknown tree,Unknown tree,Southern MI_Detroit_ND_v1.0,
b ash,b ash,Black ash,Ash,Southern MI_Detroit_ND_v1.0,
B ash,B ash,Black/blue ash,Ash,Southern MI_Detroit_ND_v1.0,
B Ash,B Ash,Black/blue ash,Ash,Southern MI_Detroit_ND_v1.0,
B O,B O,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
b oak,b oak,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
B oak,B oak,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
b walnut,b walnut,Black walnut,Walnut,Southern MI_Detroit_ND_v1.0,
B Walnut,B Walnut,Black walnut,Walnut,Southern MI_Detroit_ND_v1.0,
b walt,b walt,Black walnut,Walnut,Southern MI_Detroit_ND_v1.0,
B walt,B walt,Black walnut,Walnut,Southern MI_Detroit_ND_v1.0,
B Walt,B Walt,Black walnut,Walnut,Southern MI_Detroit_ND_v1.0,
B. ash,B. ash,Black/blue ash,Ash,Southern MI_Detroit_ND_v1.0,
B. Ash,B. Ash,Black/blue ash,Ash,Southern MI_Detroit_ND_v1.0,
B. O.,B. O.,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
B. walt,B. walt,Black walnut,Walnut,Southern MI_Detroit_ND_v1.0,
B. Walt.,B. Walt.,Black walnut,Walnut,Southern MI_Detroit_ND_v1.0,
B.O,B.O,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
B.O.,B.O.,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
basswood,basswood,Basswood,Basswood,Southern MI_Detroit_ND_v1.0,
beech,beech,Beech,Beech,Southern MI_Detroit_ND_v1.0,
Beech,Beech,Beech,Beech,Southern MI_Detroit_ND_v1.0,
birch,birch,Birch,Birch,Southern MI_Detroit_ND_v1.0,
Black walt.,Black walt.,Black walnut,Walnut,Southern MI_Detroit_ND_v1.0,
blue ash,blue ash,Blue ash,Ash,Southern MI_Detroit_ND_v1.0,
bo,bo,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
Bo,Bo,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
BO,BO,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
buckeye,buckeye,Buckeye,Buckeye,Southern MI_Detroit_ND_v1.0,
butternut,butternut,Butternut,Walnut,Southern MI_Detroit_ND_v1.0,
Butternut,Butternut,Butternut,Walnut,Southern MI_Detroit_ND_v1.0,
cherritree,cherritree,Cherry,Cherry,Southern MI_Detroit_ND_v1.0,
cherry,cherry,Cherry,Cherry,Southern MI_Detroit_ND_v1.0,
Cherry,Cherry,Cherry,Cherry,Southern MI_Detroit_ND_v1.0,
cherry tree,cherry tree,Cherry,Cherry,Southern MI_Detroit_ND_v1.0,
cherrytree,cherrytree,Cherry,Cherry,Southern MI_Detroit_ND_v1.0,
Chesnut,Chesnut,Chestnut  ,Chestnut,Southern MI_Detroit_ND_v1.0,
cotton,cotton,Cottonwood,Poplar,Southern MI_Detroit_ND_v1.0,
cotton tree,cotton tree,Cottonwood,Poplar,Southern MI_Detroit_ND_v1.0,
Cotton Tree,Cotton Tree,Cottonwood,Poplar,Southern MI_Detroit_ND_v1.0,
cotton wood,cotton wood,Cottonwood,Poplar,Southern MI_Detroit_ND_v1.0,
Cottond,Cottond,Cottonwood,Poplar,Southern MI_Detroit_ND_v1.0,
Cottond.,Cottond.,Cottonwood,Poplar,Southern MI_Detroit_ND_v1.0,
cottonwood,cottonwood,Cottonwood,Poplar,Southern MI_Detroit_ND_v1.0,
Cottonwood,Cottonwood,Cottonwood,Poplar,Southern MI_Detroit_ND_v1.0,
Cypress,Cypress,,Tamarack,Southern MI_Detroit_ND_v1.0,ND found cypress in the notes when entering the townships in the Detroit region. Jody asked Charlie about it. He says: Others (Brewer, Kapp & Jones) have assumed it was jack pine in southern Michigan, but this is out of range of jack pine and bald cypress.  Given it is obviously a swamp tree and minor use of "cypress" in 1811 from Maine for tamarack, I would be 95% sure "cypress"  is "tamarack/larch" in southern Michigan. Carry it as cypress in verbatim and assign it to tamarack with some metadata note.
cyprus,cyprus,,Tamarack,Southern MI_Detroit_ND_v1.0,ND found cypress in the notes when entering the townships in the Detroit region. Jody asked Charlie about it. He says: Others (Brewer, Kapp & Jones) have assumed it was jack pine in southern Michigan, but this is out of range of jack pine and bald cypress.  Given it is obviously a swamp tree and minor use of "cypress" in 1811 from Maine for tamarack, I would be 95% sure "cypress"  is "tamarack/larch" in southern Michigan. Carry it as cypress in verbatim and assign it to tamarack with some metadata note.
Dogd.,Dogd.,Dogwood,Dogwood,Southern MI_Detroit_ND_v1.0,
dogwood,dogwood,Dogwood,Dogwood,Southern MI_Detroit_ND_v1.0,
double ash,double ash,Ash,Ash,Southern MI_Detroit_ND_v1.0,
double bo,double bo,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
Double BO,Double BO,Black/burr oak,Oak,Southern MI_Detroit_ND_v1.0,
double wo,double wo,White oak,Oak,Southern MI_Detroit_ND_v1.0,
elm,elm,Elm,Elm,Southern MI_Detroit_ND_v1.0,
Elm,Elm,Elm,Elm,Southern MI_Detroit_ND_v1.0,
gum,gum,Black gum/sweet gum,Black gum/sweet gum,Southern MI_Detroit_ND_v1.0,
Gum,Gum,Black gum/sweet gum,Black gum/sweet gum,Southern MI_Detroit_ND_v1.0,
hic,hic,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
Hic,Hic,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
hick,hick,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
hickory,hickory,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
Hickory,Hickory,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
hickry,hickry,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
hicky,hicky,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
Hicky,Hicky,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
Hicky.,Hicky.,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
hicory,hicory,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
hoop ash,hoop ash,Other hardwood,Other hardwood,Southern MI_Detroit_ND_v1.0,
hornbeam,hornbeam,Hornbeam,Ironwood,Southern MI_Detroit_ND_v1.0,
Hy,Hy,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
Hy.,Hy.,Hickory,Hickory,Southern MI_Detroit_ND_v1.0,
iron,iron,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
iron.wood,iron.wood,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
irond,irond,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
Irond,Irond,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
Irond.,Irond.,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
ironwd,ironwd,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
Ironwd,Ironwd,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
ironwood,ironwood,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
Ironwood,Ironwood,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
Irowd,Irowd,Ironwood,Ironwood,Southern MI_Detroit_ND_v1.0,
jk. oak,jk. oak,Jack oak,Oak,Southern MI_Detroit_ND_v1.0,
lind,lind,Lynn,Basswood,Southern MI_Detroit_ND_v1.0,
linn,linn,Lynn,Basswood,Southern MI_Detroit_ND_v1.0,
Locust,Locust,Locust,Locust,Southern MI_Detroit_ND_v1.0,
lynn,lynn,Lynn,Basswood,Southern MI_Detroit_ND_v1.0,
Lynn,Lynn,Lynn,Basswood,Southern MI_Detroit_ND_v1.0,
Lynne,Lynne,Lynn,Basswood,Southern MI_Detroit_ND_v1.0,
maple,maple,Maple,Maple,Southern MI_Detroit_ND_v1.0,
Maple,Maple,Maple,Maple,Southern MI_Detroit_ND_v1.0,
No data,No data,No data,No data,Southern MI_Detroit_ND_v1.0,
No tree,No tree,No tree,No tree,Southern MI_Detroit_ND_v1.0,
plum tree,plum tree,Plum,Other hardwood,Southern MI_Detroit_ND_v1.0,
poplar,poplar,Poplar,Poplar/tulip poplar,Southern MI_Detroit_ND_v1.0,
Poplar,Poplar,Poplar,Poplar/tulip poplar,Southern MI_Detroit_ND_v1.0,
Poplr,Poplr,Poplar,Poplar/tulip poplar,Southern MI_Detroit_ND_v1.0,
R O,R O,Red oak,Oak,Southern MI_Detroit_ND_v1.0,
r oak,r oak,Red oak,Oak,Southern MI_Detroit_ND_v1.0,
R Oak,R Oak,Red oak,Oak,Southern MI_Detroit_ND_v1.0,
R.O.,R.O.,Red oak,Oak,Southern MI_Detroit_ND_v1.0,
Red Haw tree,Red Haw tree,Red haw,Other hardwood,Southern MI_Detroit_ND_v1.0,
red o,red o,Red oak,Oak,Southern MI_Detroit_ND_v1.0,
red ok,red ok,Red oak,Oak,Southern MI_Detroit_ND_v1.0,
ro,ro,Red oak,Oak,Southern MI_Detroit_ND_v1.0,
RO,RO,Red oak,Oak,Southern MI_Detroit_ND_v1.0,
Safsafras,Safsafras,Sassafrass,Other hardwood,Southern MI_Detroit_ND_v1.0,
sasafras,sasafras,Sassafrass,Other hardwood,Southern MI_Detroit_ND_v1.0,
sassafras,sassafras,Sassafrass,Other hardwood,Southern MI_Detroit_ND_v1.0,
shugar,shugar,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
sug,sug,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
Sug,Sug,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
sug tree,sug tree,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
sugar,sugar,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
Sugar,Sugar,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
sugar tree,sugar tree,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
Sugar Tree,Sugar Tree,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
sugr,sugr,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
Sugr,Sugr,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
sugrs,sugrs,Sugar,Maple,Southern MI_Detroit_ND_v1.0,
swamp maple,swamp maple,Maple,Maple,Southern MI_Detroit_ND_v1.0,
swamp oak,swamp oak,Swamp oak,Oak,Southern MI_Detroit_ND_v1.0,
Swamp Oak,Swamp Oak,Swamp oak,Oak,Southern MI_Detroit_ND_v1.0,
syc,syc,Sycamore,Sycamore,Southern MI_Detroit_ND_v1.0,
Syc,Syc,Sycamore,Sycamore,Southern MI_Detroit_ND_v1.0,
Syc.,Syc.,Sycamore,Sycamore,Southern MI_Detroit_ND_v1.0,
sycamore,sycamore,Sycamore,Sycamore,Southern MI_Detroit_ND_v1.0,
Sycamore,Sycamore,Sycamore,Sycamore,Southern MI_Detroit_ND_v1.0,
sychimore,sychimore,Sycamore,Sycamore,Southern MI_Detroit_ND_v1.0,
sycmore,sycmore,Sycamore,Sycamore,Southern MI_Detroit_ND_v1.0,
Sycr.,Sycr.,Sycamore,Sycamore,Southern MI_Detroit_ND_v1.0,
tamarack,tamarack,Tamarack,Tamarack,Southern MI_Detroit_ND_v1.0,
tamerack,tamerack,Tamarack,Tamarack,Southern MI_Detroit_ND_v1.0,
tamk,tamk,Tamarack,Tamarack,Southern MI_Detroit_ND_v1.0,
w ash,w ash,White ash,Ash,Southern MI_Detroit_ND_v1.0,
W Ash,W Ash,White ash,Ash,Southern MI_Detroit_ND_v1.0,
W O,W O,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W O.,W O.,White oak,Oak,Southern MI_Detroit_ND_v1.0,
w oak,w oak,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W oak,W oak,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W Oak,W Oak,White oak,Oak,Southern MI_Detroit_ND_v1.0,
w walnut,w walnut,White walnut,Walnut,Southern MI_Detroit_ND_v1.0,
W Walnut,W Walnut,White walnut,Walnut,Southern MI_Detroit_ND_v1.0,
w. ash,w. ash,White ash,Ash,Southern MI_Detroit_ND_v1.0,
W. ash,W. ash,White ash,Ash,Southern MI_Detroit_ND_v1.0,
W. O,W. O,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W. O.,W. O.,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W. Oak,W. Oak,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W. Walnut,W. Walnut,White walnut,Walnut,Southern MI_Detroit_ND_v1.0,
w.o,w.o,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W.O,W.O,White oak,Oak,Southern MI_Detroit_ND_v1.0,
w.o.,w.o.,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W.o.,W.o.,White oak,Oak,Southern MI_Detroit_ND_v1.0,
W.O.,W.O.,White oak,Oak,Southern MI_Detroit_ND_v1.0,
walnut,walnut,Walnut,Walnut,Southern MI_Detroit_ND_v1.0,
Walnut,Walnut,Walnut,Walnut,Southern MI_Detroit_ND_v1.0,
Water,Water,Water,Water,Southern MI_Detroit_ND_v1.0,
watt,watt,Walnut,Walnut,Southern MI_Detroit_ND_v1.0,
Wet,Wet,Wet,No tree,Southern MI_Detroit_ND_v1.0,5-15-19 For the pls products manuscript we have decided to use the "Wet" entries in our analyses so the Level3a label is now "No Tree" (in comparison "Water" entries are removed from the analyses)
white o,white o,White oak,Oak,Southern MI_Detroit_ND_v1.0,
whitewood,whitewood,Whitewood,Tulip poplar,Southern MI_Detroit_ND_v1.0,
willow,willow,Willow,Willow,Southern MI_Detroit_ND_v1.0,
Willow,Willow,Willow,Willow,Southern MI_Detroit_ND_v1.0,
wo,wo,White oak,Oak,Southern MI_Detroit_ND_v1.0,
Wo,Wo,White oak,Oak,Southern MI_Detroit_ND_v1.0,
WO,WO,White oak,Oak,Southern MI_Detroit_ND_v1.0,
,0,Unknown,Unknown tree,Upper Midwest,
,9999,Unknown,Unknown tree,Upper Midwest,3a Coding question:  Are we using ******* as the 'unknown' code?; JP I changed level 3a from ****** to Unknown 1-31-14
,AA,Water ash,Ash,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,AE,Water elm,Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,AH,Ash,Ash,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
Alder, aldar,AL,Alder,Alder,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Alder,Alder,Alder,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,AM,,Unknown tree,Upper Midwest,SJG Michigan only (28 trees), no idea what they are.
,AP,Apple,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,AS,Aspen,Poplar,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Ash,Ash,Ash,Upper Midwest,
,asp,,Poplar,Upper Midwest,
,ASP,,Poplar,Upper Midwest,
,BA,Black ash, B ash, Brown ash,Ash,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,bash,,Ash,Upper Midwest,
,Basswood,,Basswood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
Black birch, B birch, Blk birch,BB,Black birch, B birch, Blk birch,Birch,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BC,Black (undifferentiated),Other hardwood,Upper Midwest,
,BCH,,Beech,Upper Midwest,
,bch,,Beech,Upper Midwest,
,BD,Boulder, rock (large stone used as a witness tree),No tree,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BE,Beech,Beech,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Beech,Beech,Beech,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BF,,Fir,Upper Midwest,
,BG,Balsam poplar,Poplar,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BI,Birch,Birch,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Birch,Birch,Birch,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BK,,Oak,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.
,BL,Blue beech,Ironwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BM,,Black gum,Upper Midwest,
,BO,Burr oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,bo,Burr oak,Oak,Upper Midwest,
,BP,Bap (could this be basswood? In minnesota dataset it seems similar.,Basswood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,bpop,Balsam poplar,Poplar,Upper Midwest,
,brc,,Birch,Upper Midwest,
,brch,,Birch,Upper Midwest,
,BS,,Spruce,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.
,BT,,Sycamore,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BU,Butternut, B??????nut, White walnut, W walnut,Walnut,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BW,Black walnut, B walnut, Blk walnut, Walnut,Walnut,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BX,Box elder,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,BY,,Buckeye,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.  Seems like a reasonable  guess.
,CE,Cedar,Cedar/juniper,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,CED,Cedar,Cedar/juniper,Upper Midwest,
,ced,Cedar,Cedar/juniper,Upper Midwest,
,Cedar,Cedar,Cedar/juniper,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,CH,Black cherry, B cherry, Blk cherry, Cherry,Cherry,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Cherry,Cherry,Cherry,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,CO,Cottonwood, Cotton,Poplar,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,CR,Crab apple, Crab,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,DA,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DB,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DC,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DF,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DG,Dogwood,Dogwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,DH,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DI,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DK,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DM,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,Dogwood,Dogwood,Dogwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,DP,Dwarf pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,DR,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DS,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DT,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DU,,Missing,Upper Midwest,SG - we've accepted that dead trees may be important, but we cannot know how they have been censored elsewhere.  As such we eliminate them entirely.
,DW,Dogwood,Dogwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,EL,Elm (undifferentiated),Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Elm,Elm,Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,elm,Elm,Elm,Upper Midwest,
,ES,Slippery elm,Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,FI,Balsam, Balsam fir, Fir,Fir,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Fir,Fir,Fir,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,fir,Fir,Fir,Upper Midwest,
,GB,,Unknown tree,Upper Midwest,
,GP,Gray pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Gum,Gum,Black gum/sweet gum,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,GY,Gray ash,Ash,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,HA,Hackberry, H??????berry,Hackberry,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Hackberry,Hackberry,Hackberry,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Hardwood undif.,Hardwood undif.,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,HB,,Ironwood,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.
,HE,Hemlock,Hemlock,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,hem,,Hemlock,Upper Midwest,SJG:From the southern Michigan coding
,HEM,,Hemlock,Upper Midwest,
,Hemlock,Hemlock,Hemlock,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,HF,Haw,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,HI,Hickory, Hick, H??????ory, Hkry,Hickory,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Hickory,Hickory,Hickory,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,HL,Hickory elm,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change; JP - what shoudl Level 3a be?
,HM,Home, House,No tree,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,HO,Hornbeam,Ironwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,HP,Hard pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,HT,,Other hardwood,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.  Seems like a reasonable  guess.
,HW,Hawthorn,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,IR,Ironwood, Iron, I??????wood,Ironwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Ironwood,Ironwood,Ironwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,IT,Bitternut,Hickory,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,IW,Ironwood,Ironwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,JO,Jack oak, J oak Jk oak, Yellow oak, Pin oak, Spanish oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,JP,Black pine, Jack pine, J pine, Jk pine, Pitch pine, P Pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,JU,Juniper, Red cedar,Cedar/juniper,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,KW,Black willow,Willow,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
Black haw,LA,Hawthorn,Other hardwood,Upper Midwest,JW: Charlie - any guesses about black haw?
,LE,B. elm,Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,LH,Shilbark hickory,Hickory,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,LI,Basswood, Bass, Linden, Linn, Lynn, Lind,Basswood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
